Gene % GC content	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene type	Gene stable ID
38.44	150978419	150979175	5	unprocessed_pseudogene	ENSG00000277866
48.98	151100706	151157815	5	protein_coding	ENSG00000197043
49.84	44367140	44369292	7	TEC	ENSG00000279853
44.47	44379119	44490658	7	protein_coding	ENSG00000015676
40.75	46742329	46743133	1	processed_pseudogene	ENSG00000236476
46.73	16974693	16975013	11	processed_pseudogene	ENSG00000244398
46.06	17074388	17077715	11	protein_coding	ENSG00000110700
48.20	226870184	226927726	1	protein_coding	ENSG00000143801
50.49	44467897	44468304	7	processed_pseudogene	ENSG00000146677
40.95	56631739	56632727	7	processed_pseudogene	ENSG00000229909
35.09	56638943	56650696	7	unprocessed_pseudogene	ENSG00000228303
40.00	50962174	51120868	17	protein_coding	ENSG00000008294
39.00	56685036	56687366	7	unprocessed_pseudogene	ENSG00000277174
47.95	12727232	12727304	8	miRNA	ENSG00000266206
53.97	12727237	12727299	8	miRNA	ENSG00000283523
49.74	56736396	56736590	7	processed_pseudogene	ENSG00000282879
41.07	12765849	12811478	8	lncRNA	ENSG00000254813
61.14	56805336	56808148	7	processed_pseudogene	ENSG00000277253
42.86	17074654	17074744	11	snoRNA	ENSG00000272034
34.79	63449819	63456687	7	unprocessed_pseudogene	ENSG00000197990
43.33	17075779	17075868	11	snoRNA	ENSG00000201403
36.61	17115652	17115763	11	snRNA	ENSG00000201586
43.10	17137976	17138265	11	processed_pseudogene	ENSG00000240808
42.89	12794243	12818292	8	lncRNA	ENSG00000255494
52.04	63480598	63480989	7	processed_pseudogene	ENSG00000230132
44.90	11062647	11067089	8	lncRNA	ENSG00000254839
41.96	63495799	63502536	7	processed_pseudogene	ENSG00000164740
39.84	17077730	17207986	11	protein_coding	ENSG00000011405
41.16	11104691	11106704	8	lncRNA	ENSG00000269918
63.62	63509303	63510165	7	processed_pseudogene	ENSG00000228645
59.49	63556598	63562588	7	unprocessed_pseudogene	ENSG00000214660
42.08	11107788	11109726	8	lncRNA	ENSG00000255310
43.59	11123381	11126064	8	lncRNA	ENSG00000254936
55.88	63567743	63585075	7	unprocessed_pseudogene	ENSG00000223566
39.30	11136898	11138607	8	lncRNA	ENSG00000254556
43.08	11175051	11175570	8	processed_pseudogene	ENSG00000231965
34.51	11202965	11203671	8	lncRNA	ENSG00000270076
60.00	63621090	63621169	7	miRNA	ENSG00000265214
56.08	63632608	63636617	7	unprocessed_pseudogene	ENSG00000226401
54.09	63699390	63700441	7	unprocessed_pseudogene	ENSG00000226411
61.30	63768257	63771047	7	processed_pseudogene	ENSG00000271466
70.00	63789909	63790098	7	processed_pseudogene	ENSG00000227397
50.00	63843314	63843505	7	processed_pseudogene	ENSG00000236574
36.53	63876341	63877350	7	processed_pseudogene	ENSG00000225451
44.14	63888200	63900794	7	lncRNA	ENSG00000236299
42.39	98593591	98606379	12	protein_coding	ENSG00000075415
41.59	63893286	63894641	7	processed_pseudogene	ENSG00000235720
40.86	63908966	63910453	7	processed_pseudogene	ENSG00000226342
65.34	63931141	63931968	7	processed_pseudogene	ENSG00000213645
44.39	63934449	63935331	7	unitary_pseudogene	ENSG00000233173
49.92	63937905	63938509	7	processed_pseudogene	ENSG00000231264
36.11	63959844	63981477	7	lncRNA	ENSG00000284534
45.45	63963431	63964123	7	transcribed_unprocessed_pseudogene	ENSG00000228660
36.77	63965834	63966124	7	unprocessed_pseudogene	ENSG00000230639
39.16	63980385	63981477	7	transcribed_unprocessed_pseudogene	ENSG00000176232
46.60	63993904	63994006	7	unprocessed_pseudogene	ENSG00000278577
52.01	29139379	29331304	16	lncRNA	ENSG00000284685
38.73	39950121	40099580	7	protein_coding	ENSG00000065883
44.15	11368402	11438658	8	lncRNA	ENSG00000184608
59.38	58025754	58046901	16	protein_coding	ENSG00000102996
46.78	16633797	16635269	19	lncRNA	ENSG00000269044
47.01	16639967	16640668	19	lncRNA	ENSG00000267904
49.91	16661139	16690023	19	protein_coding	ENSG00000072954
40.20	161699506	161699607	1	misc_RNA	ENSG00000199595
46.05	161706972	161714352	1	protein_coding	ENSG00000132185
44.55	58083068	58083168	16	misc_RNA	ENSG00000207173
39.89	58092053	58092947	16	processed_pseudogene	ENSG00000261151
63.15	589881	617159	19	protein_coding	ENSG00000099822
29.17	132115192	132115263	6	miRNA	ENSG00000265669
44.30	132130252	132131795	6	TEC	ENSG00000280155
49.63	57999546	58021618	16	protein_coding	ENSG00000103005
36.96	133240514	133532128	6	protein_coding	ENSG00000112319
58.22	64230278	64234286	11	protein_coding	ENSG00000110011
75.89	590430	591300	19	processed_pseudogene	ENSG00000267036
61.10	617221	633537	19	protein_coding	ENSG00000099821
42.40	24848355	24852253	15	lncRNA	ENSG00000280118
43.40	24908932	24909825	15	processed_pseudogene	ENSG00000241061
49.21	24910874	24911125	15	processed_pseudogene	ENSG00000242088
40.75	24954987	24977850	15	protein_coding	ENSG00000273173
52.54	161735808	161736102	1	misc_RNA	ENSG00000241347
39.87	161749758	161757238	1	protein_coding	ENSG00000081721
38.54	24955034	25000276	15	protein_coding	ENSG00000214265
44.65	211326615	211374946	1	protein_coding	ENSG00000082512
45.66	57703710	57712221	11	protein_coding	ENSG00000156603
42.02	24978583	25420336	15	lncRNA	ENSG00000224078
44.79	118510273	118531094	11	lncRNA	ENSG00000255435
58.06	1173141	1178605	5	lncRNA	ENSG00000249201
53.95	118527472	118531197	11	protein_coding	ENSG00000172425
59.82	1201595	1225111	5	protein_coding	ENSG00000174358
39.43	98645290	98735433	12	protein_coding	ENSG00000120868
46.95	29381310	29406711	16	protein_coding	ENSG00000254206
49.48	118531041	118547280	11	protein_coding	ENSG00000149582
45.71	211417025	211417934	1	unprocessed_pseudogene	ENSG00000236809
40.53	211442274	211442806	1	processed_pseudogene	ENSG00000238137
53.54	211492255	211492917	1	lncRNA	ENSG00000223649
52.42	637105	637537	19	lncRNA	ENSG00000261204
67.90	639879	644373	19	protein_coding	ENSG00000070388
40.58	211571568	211579161	1	protein_coding	ENSG00000170385
44.30	211583015	211583725	1	lncRNA	ENSG00000261314
48.79	211635865	211644114	1	lncRNA	ENSG00000228792
47.12	211639440	211654627	1	lncRNA	ENSG00000227764
58.28	1225381	1246189	5	protein_coding	ENSG00000164363
63.49	647526	663233	19	protein_coding	ENSG00000070423
61.99	67657512	67660810	16	protein_coding	ENSG00000102977
39.74	104940943	105115019	7	protein_coding	ENSG00000005483
50.60	211660189	211661277	1	processed_pseudogene	ENSG00000224763
51.08	211476522	211492162	1	protein_coding	ENSG00000198570
58.47	1253147	1295068	5	protein_coding	ENSG00000164362
37.99	161766298	161977574	1	protein_coding	ENSG00000118217
54.96	663482	669500	19	lncRNA	ENSG00000267666
64.93	676392	683392	19	protein_coding	ENSG00000070404
55.71	11208195	11208702	19	TEC	ENSG00000279807
40.12	11221083	11221573	19	lncRNA	ENSG00000273733
48.68	11296139	11326996	19	protein_coding	ENSG00000130167
51.11	11322068	11346270	19	protein_coding	ENSG00000105514
53.53	50368580	50371480	16	lncRNA	ENSG00000261393
50.45	50390916	50395133	16	lncRNA	ENSG00000261092
46.30	50407184	50546347	16	lncRNA	ENSG00000260573
42.65	1309310	1309377	5	miRNA	ENSG00000263670
56.18	1317752	1345099	5	protein_coding	ENSG00000049656
41.09	61476032	61538741	2	protein_coding	ENSG00000082898
47.16	11322156	11324195	19	lncRNA	ENSG00000267576
48.11	50693588	50733077	16	protein_coding	ENSG00000167207
53.67	4229523	4237528	19	protein_coding	ENSG00000105246
50.59	75743423	75744776	1	processed_pseudogene	ENSG00000181227
37.71	131901848	132169992	6	lncRNA	ENSG00000228495
37.85	75786197	75795086	1	protein_coding	ENSG00000137955
52.25	4246339	4247358	19	TEC	ENSG00000280247
53.49	13795443	13832254	19	protein_coding	ENSG00000132003
52.29	43875357	43909711	17	protein_coding	ENSG00000108852
53.64	4182689	4224814	19	protein_coding	ENSG00000089847
38.19	47461123	47701523	16	protein_coding	ENSG00000102893
35.44	75787072	75787150	1	snoRNA	ENSG00000206620
35.71	75787889	75787972	1	snoRNA	ENSG00000207241
45.00	118544528	118572970	11	protein_coding	ENSG00000118096
34.72	75789477	75789548	1	snoRNA	ENSG00000201487
37.01	75796882	75913242	1	protein_coding	ENSG00000057468
43.70	55573171	55588336	7	lncRNA	ENSG00000223475
55.98	55592074	55593193	7	lncRNA	ENSG00000233977
56.99	55593777	55595006	7	lncRNA	ENSG00000231394
44.46	55638274	55638842	7	processed_pseudogene	ENSG00000234844
52.48	55645620	55646951	7	processed_pseudogene	ENSG00000235207
37.87	55656768	55678490	7	unprocessed_pseudogene	ENSG00000231317
34.26	130697312	130697778	6	lncRNA	ENSG00000229923
41.78	130827406	130837135	6	protein_coding	ENSG00000256162
36.19	55685977	55686081	7	snRNA	ENSG00000252857
54.93	55731100	55731403	7	misc_RNA	ENSG00000275853
45.83	55732144	55732431	7	processed_pseudogene	ENSG00000224971
61.58	55736779	55739605	7	processed_pseudogene	ENSG00000237799
66.96	55741525	55741869	7	processed_pseudogene	ENSG00000275875
66.75	55743073	55743457	7	processed_pseudogene	ENSG00000273720
47.42	55764797	55773288	7	unprocessed_pseudogene	ENSG00000226278
38.32	55789368	55789474	7	snRNA	ENSG00000206729
40.94	55793540	55862755	7	protein_coding	ENSG00000154997
38.60	130839347	131063322	6	protein_coding	ENSG00000079819
50.21	1353896	1380107	5	lncRNA	ENSG00000250584
38.71	1370543	1370945	5	processed_pseudogene	ENSG00000248951
62.24	55797946	55798480	7	processed_pseudogene	ENSG00000235738
60.38	55798034	55798876	7	processed_pseudogene	ENSG00000225270
34.32	197504748	197775696	1	protein_coding	ENSG00000213047
55.86	1383159	1386409	5	TEC	ENSG00000279908
47.55	55810779	55811411	7	processed_pseudogene	ENSG00000229762
54.61	1392794	1445440	5	protein_coding	ENSG00000142319
39.02	55876738	55877024	7	processed_pseudogene	ENSG00000225018
46.64	55877912	55878164	7	processed_pseudogene	ENSG00000227499
52.81	17555649	17583162	19	protein_coding	ENSG00000130309
35.91	124929873	125482966	7	lncRNA	ENSG00000224897
52.02	5178119	5178464	19	lncRNA	ENSG00000267550
52.75	5277734	5278133	19	processed_pseudogene	ENSG00000239524
57.56	5294247	5294696	19	lncRNA	ENSG00000274447
58.35	6375148	6379058	19	protein_coding	ENSG00000125650
58.57	6413102	6424811	19	protein_coding	ENSG00000088247
56.13	1456480	1523962	5	protein_coding	ENSG00000153395
43.71	134368737	134432534	7	lncRNA	ENSG00000273297
42.46	230957593	230957950	2	processed_pseudogene	ENSG00000235013
57.31	11355386	11365698	19	protein_coding	ENSG00000105520
38.22	164573741	164574054	2	unprocessed_pseudogene	ENSG00000277998
54.52	164687287	164687596	2	processed_pseudogene	ENSG00000224331
48.89	164687643	164687777	2	snoRNA	ENSG00000206869
52.17	164858432	164858546	2	rRNA_pseudogene	ENSG00000199508
37.05	165747588	165794659	2	protein_coding	ENSG00000115339
38.61	197685640	197685740	1	misc_RNA	ENSG00000207139
42.56	197688760	197690627	1	unprocessed_pseudogene	ENSG00000213046
64.21	1510762	1510856	5	miRNA	ENSG00000273742
51.51	1544107	1551710	5	lncRNA	ENSG00000251532
33.76	15688378	15696892	7	lncRNA	ENSG00000229108
47.03	197735636	197736107	1	processed_pseudogene	ENSG00000235582
46.44	70860285	70860579	5	unprocessed_pseudogene	ENSG00000254335
42.87	118560690	118561580	11	processed_pseudogene	ENSG00000243431
46.31	19117773	19121920	7	lncRNA	ENSG00000236536
40.51	197746751	197747451	1	processed_pseudogene	ENSG00000233040
39.62	118593988	118594093	11	snRNA	ENSG00000207185
48.71	118636620	118638097	11	lncRNA	ENSG00000255176
43.61	70900669	70918530	5	protein_coding	ENSG00000172058
33.89	197757319	197761965	1	lncRNA	ENSG00000224901
60.00	118644000	118644079	11	miRNA	ENSG00000284246
36.32	80312574	80391474	7	lncRNA	ENSG00000232667
39.26	63079940	63144221	11	protein_coding	ENSG00000197658
36.53	197268204	197478455	1	protein_coding	ENSG00000134376
43.94	118304730	118316175	11	protein_coding	ENSG00000198851
57.50	58543299	58543578	19	misc_RNA	ENSG00000264910
59.30	58544064	58550722	19	protein_coding	ENSG00000130726
35.35	26369310	26376701	7	lncRNA	ENSG00000225792
42.22	70925030	70953942	5	protein_coding	ENSG00000172062
43.16	19018	35497	7	lncRNA	ENSG00000282572
53.07	66493607	66495758	7	lncRNA	ENSG00000237310
42.86	17940503	17942926	7	TEC	ENSG00000279048
39.34	63900313	63925202	7	lncRNA	ENSG00000226581
36.47	165794851	165810010	2	lncRNA	ENSG00000235192
36.71	165794857	165846091	2	lncRNA	ENSG00000229195
36.79	165833048	165839098	2	lncRNA	ENSG00000232411
38.82	45929319	46121454	11	protein_coding	ENSG00000135365
53.35	1467673	1472684	16	lncRNA	ENSG00000261430
48.14	1477830	1478583	16	processed_pseudogene	ENSG00000219027
40.40	7255154	7278073	7	lncRNA	ENSG00000230825
64.18	1485886	1488981	16	protein_coding	ENSG00000251692
36.17	165857475	165953851	2	protein_coding	ENSG00000123607
63.09	1493344	1510457	16	protein_coding	ENSG00000100726
37.83	92836367	92917188	7	lncRNA	ENSG00000237819
52.53	20328289	20331781	7	lncRNA	ENSG00000271133
57.86	1459912	1464707	7	lncRNA	ENSG00000225981
38.71	122144405	122225246	7	lncRNA	ENSG00000234418
46.03	42824385	42843760	17	protein_coding	ENSG00000131467
55.96	23679601	23680842	7	lncRNA	ENSG00000234286
39.63	39404569	39406579	7	lncRNA	ENSG00000224122
42.01	38330978	38378804	7	lncRNA	ENSG00000281103
48.16	43337818	43354466	1	protein_coding	ENSG00000117400
42.91	54759313	54812727	7	lncRNA	ENSG00000234707
36.59	16970320	17299368	7	lncRNA	ENSG00000237773
53.45	1512979	1514675	16	lncRNA	ENSG00000260646
59.82	1444934	1475077	16	protein_coding	ENSG00000103249
44.49	22854126	22872952	7	lncRNA	ENSG00000228649
42.58	70931244	70932840	5	lncRNA	ENSG00000285204
56.52	58550285	58550376	19	miRNA	ENSG00000275924
43.17	70968166	71025339	5	protein_coding	ENSG00000249437
61.64	58555712	58558954	19	protein_coding	ENSG00000130725
52.17	43358981	43363203	1	protein_coding	ENSG00000117399
48.96	12568201	12568776	12	processed_pseudogene	ENSG00000240424
40.66	12611827	12645108	12	protein_coding	ENSG00000111269
47.00	12614359	12615907	12	processed_pseudogene	ENSG00000271215
43.23	12648939	12649713	12	lncRNA	ENSG00000275963
41.27	12660890	12696207	12	protein_coding	ENSG00000183150
36.28	124032126	124489572	7	lncRNA	ENSG00000242593
41.37	12668982	12685075	12	lncRNA	ENSG00000257004
51.61	12723297	12724011	12	lncRNA	ENSG00000256658
54.43	58551452	58555105	19	protein_coding	ENSG00000130724
42.82	12725917	12829975	12	protein_coding	ENSG00000178878
42.16	26398593	26497595	7	lncRNA	ENSG00000214870
43.16	12764649	12764743	12	miRNA	ENSG00000207983
42.54	12771351	12771705	12	processed_pseudogene	ENSG00000270296
40.84	12813316	12829981	12	protein_coding	ENSG00000213782
51.95	57537595	57550272	11	protein_coding	ENSG00000214872
37.28	4704784	4992431	11	protein_coding	ENSG00000167346
34.67	24981994	24982068	15	snoRNA	ENSG00000276314
35.82	24985053	24988232	15	TEC	ENSG00000279192
41.79	24985100	24985166	15	snoRNA	ENSG00000276610
40.85	24986925	24986995	15	snoRNA	ENSG00000239014
36.34	25027736	25032047	15	lncRNA	ENSG00000257647
46.27	25041974	25042040	15	snoRNA	ENSG00000274640
42.11	25051477	25051571	15	snoRNA	ENSG00000207063
42.11	25054210	25054304	15	snoRNA	ENSG00000207001
45.26	25056860	25056954	15	snoRNA	ENSG00000207014
45.83	25059538	25059633	15	snoRNA	ENSG00000275529
59.44	4502192	4518486	19	protein_coding	ENSG00000167676
44.21	25062333	25062427	15	snoRNA	ENSG00000207191
41.67	25065026	25065121	15	snoRNA	ENSG00000207442
44.21	25067788	25067882	15	snoRNA	ENSG00000207133
44.21	25070432	25070526	15	snoRNA	ENSG00000207093
58.76	43363398	43368074	1	protein_coding	ENSG00000066322
45.26	25073107	25073201	15	snoRNA	ENSG00000206727
33.33	25074114	25074215	15	snoRNA	ENSG00000200661
40.22	25075929	25076020	15	snoRNA	ENSG00000206609
35.87	25077051	25077142	15	snoRNA	ENSG00000207197
42.39	25079058	25079149	15	snoRNA	ENSG00000207137
41.30	25080142	25080233	15	snoRNA	ENSG00000206621
41.30	25081287	25081378	15	snoRNA	ENSG00000207174
43.48	25082768	25082859	15	snoRNA	ENSG00000207263
42.39	25083588	25083679	15	snoRNA	ENSG00000206656
35.75	54330670	54455093	7	lncRNA	ENSG00000231427
42.39	25085385	25085476	15	snoRNA	ENSG00000206688
42.39	25086527	25086618	15	snoRNA	ENSG00000207460
51.90	47608196	47703277	19	protein_coding	ENSG00000063169
49.76	25087661	25088896	15	lncRNA	ENSG00000261069
52.78	4848237	4849208	11	protein_coding	ENSG00000176922
41.30	25087662	25087753	15	snoRNA	ENSG00000278715
39.81	58796237	58796854	11	processed_pseudogene	ENSG00000255265
43.48	25088804	25088895	15	snoRNA	ENSG00000277785
43.48	25089923	25090014	15	snoRNA	ENSG00000275127
44.57	25091786	25091877	15	snoRNA	ENSG00000207375
39.11	58834065	58904215	11	protein_coding	ENSG00000156689
51.44	25091960	25092377	15	TEC	ENSG00000279735
40.22	25094037	25094128	15	snoRNA	ENSG00000207279
43.48	25097663	25097754	15	snoRNA	ENSG00000252326
40.62	25099499	25099594	15	snoRNA	ENSG00000251815
36.96	25101575	25101666	15	snoRNA	ENSG00000251896
43.96	25104642	25104732	15	snoRNA	ENSG00000278123
60.18	151409161	151413354	7	lncRNA	ENSG00000243836
51.72	82458180	82490537	17	protein_coding	ENSG00000141562
43.60	58917015	58928689	11	lncRNA	ENSG00000255523
65.00	65444458	65444557	11	miRNA	ENSG00000283791
72.41	65445541	65445598	11	sRNA	ENSG00000275948
55.09	65487241	65488714	11	lncRNA	ENSG00000279243
38.32	71035016	71067689	5	protein_coding	ENSG00000145736
56.69	35935358	35946624	19	protein_coding	ENSG00000126243
29.47	65502914	65503008	11	misc_RNA	ENSG00000278217
61.40	65506117	65506173	11	sRNA	ENSG00000274072
42.34	30516309	30595286	7	lncRNA	ENSG00000196295
46.83	65514403	65514923	11	processed_pseudogene	ENSG00000270526
44.35	65561484	65561607	11	TEC	ENSG00000279093
61.24	65570460	65573942	11	protein_coding	ENSG00000173465
52.03	35947115	35959192	19	lncRNA	ENSG00000267786
40.84	35957121	35957382	19	processed_pseudogene	ENSG00000267113
46.48	35960512	35964063	19	lncRNA	ENSG00000267388
63.47	35995188	35996312	19	protein_coding	ENSG00000205138
55.66	36003307	36008813	19	protein_coding	ENSG00000181392
46.01	12840804	12841079	12	processed_pseudogene	ENSG00000242329
40.89	201288271	201357398	2	protein_coding	ENSG00000155749
52.62	120914400	120915123	12	processed_pseudogene	ENSG00000231313
49.59	120916745	120917236	12	processed_pseudogene	ENSG00000244585
43.42	110280756	110351093	12	protein_coding	ENSG00000174437
64.22	65572349	65574198	11	protein_coding	ENSG00000176973
52.94	43364648	43364715	1	miRNA	ENSG00000283836
60.61	65576046	65592650	11	protein_coding	ENSG00000173442
46.52	53035690	53052897	16	protein_coding	ENSG00000277639
56.48	36008638	36014235	19	lncRNA	ENSG00000248101
46.78	43383917	43389808	1	protein_coding	ENSG00000159479
51.09	66988589	67010417	16	protein_coding	ENSG00000172824
51.31	42086110	42196585	19	protein_coding	ENSG00000028277
41.94	131309469	131328312	7	lncRNA	ENSG00000236753
45.54	43385113	43389155	1	lncRNA	ENSG00000229431
37.71	201377207	201451500	2	protein_coding	ENSG00000115993
60.27	143379683	143381036	7	lncRNA	ENSG00000232533
56.43	74058905	74062287	7	lncRNA	ENSG00000232415
50.40	55179750	55188977	7	lncRNA	ENSG00000224057
56.74	109616104	109632051	1	protein_coding	ENSG00000116337
48.70	66654513	66685692	7	lncRNA	ENSG00000226824
60.27	65592836	65595996	11	protein_coding	ENSG00000173338
35.16	112953282	112995696	7	lncRNA	ENSG00000234520
57.13	65597756	65615382	11	protein_coding	ENSG00000173327
38.23	201387858	201480846	2	protein_coding	ENSG00000082146
45.43	1826967	1840207	16	protein_coding	ENSG00000180185
